"Name","Street Address","City","State","Zip","Latitude","Longitude"
"CONIFER SENIOR HIGH SCHOOL","10441 COUNTY HIGHWAY 73","CONIFER","CO","80433",39.5296697,-105.3087779
"CREIGHTON MIDDLE SCHOOL","75 INDEPENDENCE STREET","LAKEWOOD","CO","80226",39.71979899999999,-105.107055
"DAKOTA RIDGE SENIOR HIGH SCHOOL","13399 WEST COAL MINE AVENUE","LITTLETON","CO","80127",39.6039171,-105.1495531
"D'EVELYN JUNIOR/SENIOR HIGH SCHOOL","10359 W NASSAU AVENUE","DENVER","CO","80235",39.6431175,-105.1123455
"DEER CREEK MIDDLE SCHOOL","9201 WEST COLUMBINE DRIVE","LITTLETON","CO","80123",39.5866985,-105.1018023
"DEVINNY ELEMENTARY SCHOOL","1725 SOUTH WRIGHT STREET","LAKEWOOD","CO","80228",39.6860137,-105.139526
"DRAKE JUNIOR HIGH SCHOOL","12550 WEST 52ND AVENUE","ARVADA","CO","80002",39.7902192,-105.1411286
"DUNSTAN MIDDLE SCHOOL","1855 SOUTH WRIGHT STREET","LAKEWOOD","CO","80228",39.68411450000001,-105.1385749
"DUTCH CREEK ELEMENTARY SCHOOL","7304 WEST ROXBURY PLACE","LITTLETON","CO","80128",39.5872229,-105.078049
"EDGEWATER ELEMENTARY SCHOOL","5570 WEST 24TH AVENUE","EDGEWATER","CO","80214",39.7503366,-105.0568616
"EIBER ELEMENTARY SCHOOL","1385 INDEPENDENCE STREET","LAKEWOOD","CO","80215",39.7375367,-105.1053117
"ELK CREEK ELEMENTARY SCHOOL","13304 SOUTH U S HIGHWAY 285","PINE","CO","80470",39.4726743,-105.3738159
"EXCEL ACADEMY CHARTER SCHOOL","11500 W. 84TH AVE","ARVADA","CO","80005",39.8508406,-105.1283274
"EVERITT MIDDLE SCHOOL","3900 KIPLING STREET","WHEAT RIDGE","CO","80033",39.7711339,-105.107379
"EVERGREEN MIDDLE SCHOOL","2059 HIWAN DRIVE","EVERGREEN","CO","80439",39.677614,-105.362456
"EVERGREEN HIGH SCHOOL","29300 BUFFALO ROAD","EVERGREEN","CO","80439",39.6245246,-105.3614908
"FAIRMOUNT ELEMENTARY SCHOOL","15975 WEST 50TH AVENUE","GOLDEN","CO","80403",39.7882402,-105.1778275
"FITZMORRIS ELEMENTARY SCHOOL","6250 INDEPENDENCE STREET","ARVADA","CO","80004",39.8102262,-105.1033936
"FALCON BLUFFS MIDDLE SCHOOL","8449 SOUTH GARRISON STREET","LITTLETON","CO","80128",39.5633692,-105.1026242
"FOOTHILLS ELEMENTARY SCHOOL","13165 WEST OHIO AVENUE","LAKEWOOD","CO","80228",39.7033066,-105.1463675
"FOSTER ELEMENTARY SCHOOL","5300 SAULSBURY COURT","ARVADA","CO","80002",39.7937635,-105.0762296
"FAMILY LITERACY PRESCHOOL","5280 WEST OHIO AVE","LAKEWOOD","CO","80232",39.70215760000001,-105.0552113
"FREE HORIZON MONTESSORI CHARTER SCHOOL","581 CONFERENCE PLACE","GOLDEN","CO","80401",39.7199178,-105.1906649
"FREMONT ELEMENTARY SCHOOL","6420 URBAN","ARVADA","CO","80004",39.81353989999999,-105.1330154
"NORMA ANDERSON PRESCHOOL","10801 WEST 44TH AVENUE","WHEAT RIDGE","CO","80033",39.7784403,-105.1193757
"GLENNON HEIGHTS ELEMENTARY SCHOOL","11025 WEST GLENNON DRIVE","LAKEWOOD","CO","80226",39.70679579999999,-105.1214825
"GOLDEN HIGH SCHOOL","701  24TH STREET","GOLDEN","CO","80401",39.7432805,-105.211665
"GOVERNOR'S RANCH ELEMENTARY SCHOOL","5354 SOUTH FIELD STREET","LITTLETON","CO","80123",39.6201832,-105.0990975
"GREEN GABLES ELEMENTARY SCHOOL","8701 WEST WOODARD DRIVE","LAKEWOOD","CO","80227",39.6794915,-105.0945808
"GREEN MOUNTAIN ELEMENTARY SCHOOL","12250 WEST KENTUCKY DRIVE","LAKEWOOD","CO","80228",39.699181,-105.131135
"GREEN MOUNTAIN HIGH SCHOOL","13175 W GREEN MOUNTAIN DRIVE","LAKEWOOD","CO","80228",39.6934091,-105.1450722
"HACKBERRY HILL ELEMENTARY SCHOOL","7300 WEST 76TH AVENUE","ARVADA","CO","80003",39.8339082,-105.0787645
"HUTCHINSON ELEMENTARY SCHOOL","12900 WEST UTAH AVENUE","LAKEWOOD","CO","80228",39.6815509,-105.1457012
"JEFFERSON ACADEMY CHARTER SCHOOL","9955 YARROW STREET","BROOMFIELD","CO","80021",39.87754779999999,-105.0838727
"JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL","11251 REED WAY","BROOMFIELD","CO","80020",39.9010648,-105.0758346
"JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY","1829 DENVER WEST DRIVE BLDG #27","GOLDEN","CO","80401",39.7397824,-105.1638929
"JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL","11251 REED WAY","BROOMFIELD","CO","80020",39.9010648,-105.0758346
"JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY K-6","1829 DENVER WEST DRIVE","GOLDEN","CO","80401",39.7397824,-105.1638929
"JEFFERSON HIGH SCHOOL","2305 PIERCE STREET","EDGEWATER","CO","80214",39.7504141,-105.0733068
"SHERIDAN GREEN ELEMENTARY SCHOOL","10951 NORTH HARLAN STREET","WESTMINSTER","CO","80020",39.897014,-105.062996
"KEN CARYL MIDDLE SCHOOL","6509 WEST KEN CARYL AVENUE","LITTLETON","CO","80123",39.5815934,-105.0696253
"KENDALLVUE ELEMENTARY SCHOOL","13658 WEST MARLOWE AVENUE","MORRISON","CO","80465",39.6305625,-105.1507727
"KENDRICK LAKES ELEMENTARY SCHOOL","1350 SOUTH HOYT STREET","LAKEWOOD","CO","80232",39.6919355,-105.1042933
"CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS","1200 JOHNSON ROAD","GOLDEN","CO","80401",39.7363452,-105.1991372
"KULLERSTRAND ELEMENTARY SCHOOL","12225 WEST 38TH AVENUE","WHEAT RIDGE","CO","80033",39.7683798,-105.1360769
"KYFFIN ELEMENTARY SCHOOL","205 NORTH FLORA WAY","GOLDEN","CO","80401",39.7129429,-105.1590074
"LAKEWOOD HIGH SCHOOL","9700 WEST 8TH AVENUE","LAKEWOOD","CO","80215",39.7283444,-105.1064846
"LASLEY ELEMENTARY SCHOOL","1401 SOUTH KENDALL STREET","LAKEWOOD","CO","80226",39.69068499999999,-105.066503
"LAWRENCE ELEMENTARY SCHOOL","5611 ZEPHYR STREET","ARVADA","CO","80002",39.797986,-105.08586
"LEAWOOD ELEMENTARY SCHOOL","6155 WEST LEAWOOD DRIVE","LITTLETON","CO","80123",39.607168,-105.0648019
"LINCOLN CHARTER ACADEMY","7180 OAK STREET","ARVADA","CO","80004",39.8263495,-105.1168704
"LITTLE ELEMENTARY SCHOOL","8448 OTIS DRIVE","ARVADA","CO","80003",39.8535223,-105.0685562
"LUKAS ELEMENTARY SCHOOL","9650 WEST 97TH AVENUE","WESTMINSTER","CO","80021",39.8730493,-105.1025316
"LUMBERG ELEMENTARY SCHOOL","6705 WEST 22ND AVENUE","EDGEWATER","CO","80214",39.750319,-105.070827
"ROCKY MOUNTAIN DEAF SCHOOL","1921 YOUNGFIELD STREET","GOLDEN","CO","80401",39.7452839,-105.1425173
"MANDALAY MIDDLE SCHOOL","9651 NORTH PIERCE ST","WESTMINSTER","CO","80021",39.871852,-105.0739384
"MANNING OPTIONS SCHOOL","13200 WEST 32ND PLACE","LAKEWOOD","CO","80401",39.7620402,-105.1671278
"MAPLE GROVE ELEMENTARY SCHOOL","3085 ALKIRE STREET","GOLDEN","CO","80401",39.7590932,-105.1482587
"MARSHDALE ELEMENTARY SCHOOL","26663 NORTH TURKEY CREEK ROAD","EVERGREEN","CO","80439",39.5886029,-105.3036874
"LONGVIEW HIGH SCHOOL","13301 WEST 2ND PLACE","LAKEWOOD","CO","80228",39.712761,-105.1518964
"MEIKLEJOHN ELEMENTARY","13405 W 83RD PL","ARVADA","CO","80005",39.8477814,-105.1501051
"MILLER SPECIAL EDUCATION","200 KIPLING STREET","LAKEWOOD","CO","80226",39.7219473,-105.1095047
"MITCHELL ELEMENTARY SCHOOL","200 RUBEY DRIVE","GOLDEN","CO","80403",39.7598628,-105.2335825
"MOLHOLM ELEMENTARY SCHOOL","6000 WEST 9TH AVENUE","LAKEWOOD","CO","80214",39.730982,-105.06398
"MONTESSORI PEAKS CHARTER ACADEMY","9904 WEST CAPRI AVENUE","LITTLETON","CO","80123",39.6056323,-105.1088828
"MOORE MIDDLE SCHOOL","8455 WEST 88TH AVENUE","ARVADA","CO","80005",39.8571089,-105.0891733
"MORTENSEN ELEMENTARY SCHOOL","8006 SOUTH IRIS","LITTLETON","CO","80128",39.571696,-105.1075252
"MOUNT CARBON ELEMENTARY SCHOOL","12776 WEST CROSS AVENUE","LITTLETON","CO","80127",39.61407699999999,-105.141591
"MOUNTAIN PHOENIX COMMUNITY SCHOOL","4725 MILLER STREET","WHEATRIDGE","CO","80033",39.7834276,-105.1152965
"NEW AMERICA SCHOOL","5806 W ALAMEDA AVE","LAKEWOOD","CO","80226",39.7110843,-105.0607809
"NORMANDY ELEMENTARY SCHOOL","6750 SOUTH KENDALL BOULEVARD","LITTLETON","CO","80128",39.5931303,-105.0647483
"NORTH ARVADA MIDDLE SCHOOL","7285 PIERCE STREET","ARVADA","CO","80003",39.828484,-105.073458
"OBERON JUNIOR HIGH SCHOOL","7300 QUAIL STREET","ARVADA","CO","80005",39.8301246,-105.1217603
"O'CONNELL MIDDLE SCHOOL","1275 SOUTH TELLER STREET","LAKEWOOD","CO","80232",39.694973,-105.0785999
"JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL","7655 WEST 10TH AVENUE","LAKEWOOD","CO","80215",39.7334927,-105.083698
"JEFFERSON COUNTY OPEN SECONDARY","7655 WEST 10TH AVENUE","LAKEWOOD","CO","80215",39.7334927,-105.083698
"PARMALEE ELEMENTARY SCHOOL","4460 S PARMALEE GULCH","INDIAN HILLS","CO","80454",39.6381711,-105.2697438
"PARR ELEMENTARY SCHOOL","5800 WEST 84TH AVENUE","ARVADA","CO","80003",39.8491343,-105.0611778
"PATTERSON INTERNATIONAL SCHOOL","1263 SOUTH DUDLEY STREET","LAKEWOOD","CO","80232",39.6938794,-105.0961109
"PECK ELEMENTARY SCHOOL","6495 CARR STREET","ARVADA","CO","80004",39.8148256,-105.0915224
"PEIFFER ELEMENTARY SCHOOL","4997 SOUTH MILLER WAY","LITTLETON","CO","80127",39.6273722,-105.114411
"PENNINGTON ELEMENTARY SCHOOL","4645 INDEPENDENCE STREET","WHEAT RIDGE","CO","80033",39.780493,-105.1066309
"PLEASANT VIEW ELEMENTARY SCHOOL","15920 WEST 10TH AVENUE","GOLDEN","CO","80401",39.7321766,-105.1781811
"POMONA HIGH SCHOOL","8101 WEST POMONA DRIVE","ARVADA","CO","80005",39.849427,-105.0885232
"POWDERHORN ELEMENTARY SCHOOL","12109 WEST COAL MINE AVENUE","LITTLETON","CO","80127",39.6034044,-105.1346971
"PROSPECT VALLEY ELEMENTARY SCHOOL","3400 PIERSON STREET","WHEAT RIDGE","CO","80033",39.7649963,-105.1226162
"RALSTON ELEMENTARY SCHOOL","25856 COLUMBINE GLEN","GOLDEN","CO","80401",39.7166449,-105.2923983
"RALSTON VALLEY SENIOR HIGH SCHOOL","13355 WEST 80TH AVENUE","ARVADA","CO","80005",39.8431137,-105.1498248
"RED ROCKS ELEMENTARY SCHOOL","17199 HIGHWAY 74","MORRISON","CO","80465",39.6572062,-105.1971309
"ROCKY MOUNTAIN ACADEMY OF EVERGREEN","2959 ROYALE ELK WAY","EVERGREEN","CO","80439",39.6600518,-105.3569259
"ROONEY RANCH ELEMENTARY SCHOOL","2200 SOUTH COORS STREET","LAKEWOOD","CO","80228",39.6773137,-105.1516086
"RYAN ELEMENTARY SCHOOL","5851 WEST 115TH AVENUE","WESTMINSTER","CO","80020",39.9054158,-105.0612804
"COLLEGIATE ACADEMY OF COLORADO","8420 SOUTH SANGRE DE CRISTO RD","LITTLETON","CO","80127",39.5667907,-105.1129602
"SECREST ELEMENTARY SCHOOL","6875 WEST 64TH AVENUE","ARVADA","CO","80003",39.8137129,-105.073613
"SEMPER ELEMENTARY SCHOOL","7575 WEST 96TH AVENUE","WESTMINSTER","CO","80021",39.8720348,-105.0802823
"SHAFFER ELEMENTARY SCHOOL","7961 S SANGRE DE CRISTO ROAD","LITTLETON","CO","80127",39.5719345,-105.113574
"SHELTON ELEMENTARY SCHOOL","420 CRAWFORD STREET","GOLDEN","CO","80401",39.7227868,-105.2148122
"SIERRA ELEMENTARY SCHOOL","7751 OAK STREET","ARVADA","CO","80005",39.83815999999999,-105.1199834
"SLATER ELEMENTARY SCHOOL","8605 WEST 23RD AVENUE","LAKEWOOD","CO","80215",39.7519635,-105.0931365
"SOBESKY ACADEMY","2001 HOYT STREET","LAKEWOOD","CO","80215",39.7480316,-105.1044113
"DEANE ELEMENTARY SCHOOL","580 SOUTH HARLAN STREET","LAKEWOOD","CO","80226",39.7066026,-105.0617456
"SOUTH LAKEWOOD ELEMENTARY SCHOOL","8425 WEST 1ST AVENUE","LAKEWOOD","CO","80226",39.7189378,-105.0924145
"STANDLEY LAKE HIGH SCHOOL","9300 WEST 104TH AVENUE","WESTMINSTER","CO","80021",39.883938,-105.099614
"STEVENS ELEMENTARY SCHOOL","4001 REED STREET","WHEAT RIDGE","CO","80033",39.7728171,-105.07538
"STEIN ELEMENTARY SCHOOL","80 SOUTH TELLER STREET","LAKEWOOD","CO","80226",39.7154219,-105.0758999
"STOBER ELEMENTARY SCHOOL","2300 URBAN STREET","LAKEWOOD","CO","80215",39.7516121,-105.1327896
"STONY CREEK ELEMENTARY SCHOOL","7203 SOUTH EVERETT","LITTLETON","CO","80128",39.5860357,-105.0981679
"STOTT ELEMENTARY SCHOOL","6600 YANK WAY","ARVADA","CO","80004",39.8160884,-105.1423427
"SUMMIT RIDGE MIDDLE SCHOOL","11809 WEST COAL MINE ROAD","LITTLETON","CO","80127",39.6036635,-105.1313322
"SWANSON ELEMENTARY SCHOOL","6055 WEST 68TH AVENUE","ARVADA","CO","80003",39.8212841,-105.0637455
"JOHN AND KAREN LITZ PRESCHOOL","13950 WEST 20TH AVENUE","GOLDEN","CO","80401",39.7466101,-105.1551181
"TWO ROADS CHARTER SCHOOL","6980 PIERCE STREET","ARVADA","CO","80003",39.822896,-105.071352
"THOMSON ELEMENTARY SCHOOL","7750 HARLAN STREET","ARVADA","CO","80003",39.8372426,-105.0612381
"UTE MEADOWS ELEMENTARY SCHOOL","11050 WEST MEADOWS DRIVE","LITTLETON","CO","80127",39.5850358,-105.1212144
"VAN ARSDALE ELEMENTARY SCHOOL","7535 ALKIRE STREET","ARVADA","CO","80005",39.8332254,-105.148665
"VANDERHOOF ELEMENTARY SCHOOL","5875 ROUTT COURT","ARVADA","CO","80004",39.8033937,-105.1272198
"VIVIAN ELEMENTARY SCHOOL","10500 WEST 25TH AVENUE","LAKEWOOD","CO","80215",39.752167,-105.116212
"WARDER ELEMENTARY SCHOOL","7840 CARR DRIVE","ARVADA","CO","80005",39.8372598,-105.0919604
"WARREN TECH CENTRAL","13300 WEST 2ND PLACE","LAKEWOOD","CO","80228",39.715176,-105.1500821
"WARREN TECH NORTH","11325 ALLENDALE DRIVE","ARVADA","CO","80004",39.810379,-105.126007
"WAYNE CARLE MIDDLE SCHOOL","10200 W 100TH AVENUE","WESTMINSTER","CO","80021",39.8772481,-105.1123779
"WEBER ELEMENTARY SCHOOL","8725 WEST 81ST PLACE","ARVADA","CO","80005",39.8463481,-105.0935366
"WELCHESTER ELEMENTARY SCHOOL","13000 WEST 10TH AVENUE","GOLDEN","CO","80401",39.7324504,-105.1445899
"WESTGATE ELEMENTARY SCHOOL","8550 WEST VASSAR DRIVE","LAKEWOOD","CO","80227",39.6689176,-105.0924679
"WEST JEFFERSON ELEMENTARY SCHOOL","26501 BARKLEY ROAD","CONIFER","CO","80433",39.5393955,-105.3034988
"WOODROW WILSON CHARTER ACADEMY","8300 W 94TH AVENUE","WESTMINSTER","CO","80021",39.8671708,-105.0918479
"WEST JEFFERSON MIDDLE SCHOOL","9449 SOUTH BARNES STREET","CONIFER","CO","80433",39.5462732,-105.3039809
"WEST WOODS ELEMENTARY SCHOOL","16650 WEST 72ND AVENUE","ARVADA","CO","80007",39.82606699999999,-105.186817
"DENNISON ELEMENTARY SCHOOL","401 INDEPENDENCE STREET","LAKEWOOD","CO","80226",39.721644,-105.1049294
"WESTRIDGE ELEMENTARY SCHOOL","10785 WEST ALAMO PLACE","LITTLETON","CO","80127",39.6133721,-105.1181361
"WHEAT RIDGE HIGH SCHOOL","9505 WEST 32ND AVENUE","WHEAT RIDGE","CO","80033",39.7635126,-105.103557
"WHEAT RIDGE 5-8","7101 WEST 38TH AVENUE","WHEAT RIDGE","CO","80033",39.7708251,-105.0766665
"WILMORE DAVIS ELEMENTARY SCHOOL","7975 WEST 41ST AVENUE","WHEAT RIDGE","CO","80033",39.7733893,-105.0858812
"WILMOT ELEMENTARY SCHOOL","5124 SOUTH HATCH DRIVE","EVERGREEN","CO","80439",39.6210785,-105.3362174
"WITT ELEMENTARY SCHOOL","10255 WEST 104TH DRIVE","WESTMINSTER","CO","80021",39.885564,-105.1121839
"EADS ELEMENTARY SCHOOL","900 MAINE STREET","EADS","CO","81036",38.4839754,-102.7818878
"EADS MIDDLE SCHOOL","900 MAINE STREET","EADS","CO","81036",38.4839754,-102.7818878
"EADS HIGH SCHOOL","210 WEST 10 STREET","EADS","CO","81036",38.483085,-102.783453
"PLAINVIEW ELEMENTARY SCHOOL","13997 COUNTY ROAD 71","SHERIDAN LAKE","CO","81071",38.4706799,-102.2165014
"PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL","13997 COUNTY ROAD 71","SHERIDAN LAKE","CO","81071",38.4706799,-102.2165014
"FLAGLER PUBLIC SCHOOL","421 JULIAN","FLAGLER","CO","80815",39.2927041,-103.0711218
"HI-PLAINS SCHOOL DISTRICT R-23","200 IOWA AVE","SEIBERT","CO","80834",39.3001454,-102.8669334
"STRATTON ELEMENTARY SCHOOL","6 MAIN","STRATTON","CO","80836",39.3045903,-102.5955483
"STRATTON MIDDLE SCHOOL","219 ILLINOIS AVENUE","STRATTON","CO","80836",39.3044713,-102.6011762
"STRATTON SENIOR HIGH SCHOOL","219 ILLINOIS AVENUE","STRATTON","CO","80836",39.3044713,-102.6011762
"BETHUNE PUBLIC SCHOOLS","145 WEST 3RD","BETHUNE","CO","80805",39.3058249,-102.4274436
"BURLINGTON ELEMENTARY SCHOOL","450 11TH STREET","BURLINGTON","CO","80807",39.3052142,-102.2639117
"BURLINGTON MIDDLE SCHOOL","2600 ROSE AVENUE","BURLINGTON","CO","80807",39.3009662,-102.2830416
"BURLINGTON HIGH SCHOOL","380 MIKE LOUNGE DRIVE","BURLINGTON","CO","80807",39.2959596,-102.273213
"LAKE COUNTY INTERMEDIATE SCHOOL","1000 WEST 6TH STREET","LEADVILLE","CO","80461",39.2465902,-106.3059876
"LAKE COUNTY HIGH SCHOOL","1000 WEST 4TH STREET","LEADVILLE","CO","80461",39.2446378,-106.3026523
"PITTS ELEMENTARY SCHOOL","315 WEST 6TH STREET","LEADVILLE","CO","80461",39.2475871,-106.2966219
"WESTPARK ELEMENTARY SCHOOL","130 WEST 12TH STREET","LEADVILLE","CO","80461",39.2533914,-106.2948291
"ANIMAS VALLEY ELEMENTARY SCHOOL","373 HERMOSA MEADOWS ROAD","DURANGO","CO","81301",37.4002663,-107.8328121
"DISTRICT 9-R SHARED SCHOOL","201 EAST 12TH STREET","DURANGO","CO","81301",37.2767455,-107.8782099
"DURANGO HIGH SCHOOL","2390 MAIN AVENUE","DURANGO","CO","81301",37.288396,-107.873255
"FLORIDA MESA ELEMENTARY SCHOOL","216 HIGHWAY 172","DURANGO","CO","81303",37.2257463,-107.7947641
"FORT LEWIS MESA ELEMENTARY SCHOOL","11274 HIGHWAY 140","HESPERUS","CO","81326",37.1454203,-108.1207278
"DURANGO BIG PICTURE HIGH SCHOOL","215 EAST 12TH STREET","DURANGO","CO","81301",37.276331,-107.8778157
"MILLER MIDDLE SCHOOL","2608 JUNCTION STREET","DURANGO","CO","81301",37.2945603,-107.8775177
"NEEDHAM ELEMENTARY SCHOOL","2425 WEST THIRD AVENUE","DURANGO","CO","81301",37.290754,-107.878238
"PARK ELEMENTARY SCHOOL","510 E. 6TH  AVE.","DURANGO","CO","81301",37.2672669,-107.874665
"RIVERVIEW ELEMENTARY SCHOOL","2900 MESA AVENUE","DURANGO","CO","81301",37.29486989999999,-107.8638027
"ESCALANTE MIDDLE SCHOOL","141 BAKER LANE","DURANGO","CO","81303",37.2265291,-107.8647194
"SUNNYSIDE ELEMENTARY SCHOOL","75 CR 218","DURANGO","CO","81303",37.122893,-107.862741
"BAYFIELD ELEMENTARY SCHOOL","511 E MUSTANG LN, 24 CLOVER DR","BAYFIELD","CO","81122",37.2311723,-107.5905901
"BAYFIELD MIDDLE SCHOOL","615 E. OAK, 24 CLOVER DR","BAYFIELD","CO","81122",37.2311723,-107.5905901
"BAYFIELD HIGH SCHOOL","800 CO RD 501, 24 CLOVER DR","BAYFIELD","CO","81122",37.2311723,-107.5905901
"IGNACIO ELEMENTARY SCHOOL","85 COUNTY ROAD 320","IGNACIO","CO","81137",37.117555,-107.63753
"IGNACIO MIDDLE SCHOOL","315 IGNACIO STREET","IGNACIO","CO","81137",37.1206622,-107.6363682
"IGNACIO HIGH SCHOOL","315 BECKER STREET","IGNACIO","CO","81137",37.1193397,-107.6348051
"RIDGEVIEW CLASSICAL CHARTER SCHOOLS","1800 SOUTH LEMAY AVENUE","FORT COLLINS","CO","80525",40.5628492,-105.0573299
"ZACH ELEMENTARY SCHOOL","3715 KECHTER ROAD","FORT COLLINS","CO","80528",40.5081922,-105.007176
"BACON ELEMENTARY SCHOOL","5844 SOUTH TIMBERLINE ROAD","FORT COLLINS","CO","80528",40.5036569,-105.0375812
"BETHKE ELEMENTARY SCHOOL","5100 SCHOOL HOUSE DRIVE","TIMNATH","CO","80547",40.5146515,-104.9508873
"BAUDER ELEMENTARY SCHOOL","2345 WEST PROSPECT","FORT COLLINS","CO","80526",40.5668745,-105.1215857
"BEATTIE ELEMENTARY SCHOOL","3000 MEADOWLARK","FORT COLLINS","CO","80526",40.5471453,-105.0850236
"BENNETT ELEMENTARY SCHOOL","1125 BENNETT ROAD","FORT COLLINS","CO","80521",40.568904,-105.0979346
"BLEVINS MIDDLE SCHOOL","2101 SOUTH TAFT HILL ROAD","FORT COLLINS","CO","80526",40.5596026,-105.1162017
"BOLTZ MIDDLE SCHOOL","720 BOLTZ DRIVE","FORT COLLINS","CO","80525",40.5425555,-105.0627723
"CACHE LA POUDRE ELEMENTARY SCHOOL","3511 W CR 54G","LA PORTE","CO","80535",40.62736870000001,-105.1427247
"CACHE LA POUDRE MIDDLE SCHOOL","3515 W CR 54G","LA PORTE","CO","80535",40.6269554,-105.1436876
"DUNN ELEMENTARY SCHOOL","501 SOUTH WASHINGTON","FORT COLLINS","CO","80521",40.580929,-105.0920884
"FORT COLLINS HIGH SCHOOL","3400 LAMBKIN WAY","FORT COLLINS","CO","80525",40.5411144,-105.0374741
"FOSSIL RIDGE HIGH SCHOOL","5400 ZIEGLER ROAD","FORT COLLINS","CO","80528",40.5134859,-105.0164763
"FORT COLLINS MONTESSORI SCHOOL","1900 SOUTH TAFT HILL ROAD","FORT COLLINS","CO","80526",40.5628598,-105.1145202
"CENTENNIAL HIGH SCHOOL","330 EAST LAUREL STREET","FORT COLLINS","CO","80524",40.5783907,-105.0727161
"HARRIS BILINGUAL ELEMENTARY SCHOOL","501 EAST ELIZABETH","FORT COLLINS","CO","80524",40.573524,-105.06917
"LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING","1905 ORCHARD PLACE","FORT COLLINS","CO","80521",40.57828689999999,-105.1117753
"IRISH ELEMENTARY SCHOOL","515 IRISH DRIVE","FORT COLLINS","CO","80521",40.5943391,-105.1218103
"JOHNSON ELEMENTARY SCHOOL","4101 SENECA STREET","FORT COLLINS","CO","80526",40.5302863,-105.1037105
"KINARD CORE KNOWLEDGE MIDDLE SCHOOL","3002 EAST TRILBY ROAD","FORT COLLINS","CO","80528",40.5042999,-105.0216888
"KRUSE ELEMENTARY SCHOOL","4400 MCMURRY AVENUE","FORT COLLINS","CO","80525",40.52632759999999,-105.0475359
"LAUREL ELEMENTARY SCHOOL","1000 EAST LOCUST STREET","FORT COLLINS","CO","80524",40.5755562,-105.0620351
"LESHER MIDDLE SCHOOL","1400 STOVER","FORT COLLINS","CO","80524",40.568126,-105.065842
"LIBERTY COMMON CHARTER SCHOOL","1725 SHARPE POINT DRIVE","FORT COLLINS","CO","80525",40.5636093,-105.0305495
"LINCOLN MIDDLE SCHOOL","1600 WEST LANCER DRIVE","FORT COLLINS","CO","80521",40.5994244,-105.1061185
"LINTON ELEMENTARY SCHOOL","4100 CARIBOU DRIVE","FORT COLLINS","CO","80525",40.532474,-105.03137
"LIVERMORE ELEMENTARY SCHOOL","360 RED FEATHER LAKES ROAD","LIVERMORE","CO","80536",40.79379309999999,-105.2215484
"LOPEZ ELEMENTARY SCHOOL","637 WABASH","FORT COLLINS","CO","80526",40.5317713,-105.0886755
"MCGRAW ELEMENTARY SCHOOL","4800 HINSDALE","FORT COLLINS","CO","80526",40.5209571,-105.086534
"MOUNTAIN SAGE COMMUNITY SCHOOL","2310 EAST PROSPECT ROAD","FORT COLLINS","CO","80525",40.5679378,-105.0351322
"O'DEA ELEMENTARY SCHOOL","312 PRINCETON ROAD","FORT COLLINS","CO","80525",40.554358,-105.071869
"OLANDER ELEMENTARY SCHOOL","3401 AUNTIE STONE STREET","FORT COLLINS","CO","80526",40.5395603,-105.1208473
"PSD OPTIONS SCHOOL","703 EAST PROSPECT ROAD","FORT COLLINS","CO","80525",40.56659,-105.0671101
"POLARIS EXPEDITIONARY LEARNING SCHOOL","1905 ORCHARD PLACE","FORT COLLINS","CO","80521",40.57828689999999,-105.1117753
"POUDRE HIGH SCHOOL","201 IMPALA DRIVE","FORT COLLINS","CO","80521",40.585441,-105.122938
"POUDRE COMMUNITY ACADEMY","2540 LAPORTE AVENUE","FORT COLLINS","CO","80521",40.58977549999999,-105.1245676
"PRESTON MIDDLE SCHOOL","4901 CORBETT DRIVE","FORT COLLINS","CO","80528",40.5185113,-105.0238679
"PSD GLOBAL ACADEMY","703 EAST PROSPECT","FORT COLLINS","CO","80521",40.56659,-105.0671101
"PUTNAM ELEMENTARY SCHOOL","1400 MAPLE STREET","FORT COLLINS","CO","80521",40.5918091,-105.1020874
"RED FEATHER LAKES ELEMENTARY SCHOOL","505  N COUNTY ROAD 73C","RED FEATHER LAKES","CO","80545",40.800043,-105.610252
"RICE ELEMENTARY SCHOOL","7000 THIRD STREET","WELLINGTON","CO","80549",40.68757979999999,-105.0036158
"RIFFENBURGH ELEMENTARY SCHOOL","1320 EAST STUART","FORT COLLINS","CO","80525",40.5635807,-105.0526628
"ROCKY MOUNTAIN HIGH SCHOOL","1300 WEST SWALLOW ROAD","FORT COLLINS","CO","80526",40.5472442,-105.1001174
"SHEPARDSON ELEMENTARY SCHOOL","1501 SPRINGWOOD DRIVE","FORT COLLINS","CO","80525",40.5419566,-105.0508481
"STOVE PRAIRIE ELEMENTARY SCHOOL","3891 STOVE PRAIRIE ROAD","BELLVUE","CO","80512",40.619467,-105.3580999
"TAVELLI ELEMENTARY SCHOOL","1118 MIRAMOUNT DRIVE","FORT COLLINS","CO","80524",40.6152574,-105.0563852
